numero_registro;denominacion;plazas_autorizadas_numero;plazas_descripcion;tipologia;subtipo;sector;municipio_codigo;municipio_nombre;direccion_via_tipo;direccion_via_codigo;direccion_via_nombre;direccion_portal;direccion_coor_x;direccion_coor_y;direccion_codigo_postal;contacto_telefono;entidad_denominacion;entidad_cif;entidad_naturaleza
C1352;PISO SUPERVISADO Nº 1;5;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con enfermedad mental crónica;079;Madrid;AVDA;10651;del Doctor García Tapia;5;444062;4473969;28030;915060008;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C1354;PISO SUPERVISADO Nº 3;5;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con enfermedad mental crónica;079;Madrid;AVDA;10651;del Doctor García Tapia;7;444071;4473961;28030;915060008;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C1355;PISO SUPERVISADO Nº 4;4;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con enfermedad mental crónica;079;Madrid;CALLE;09883;del Parque Eugenia de Montijo;54;436216;4470045;28047;915060008;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C1366;HOGAR VALDEBERNARDO, PISO TUTELADO;10;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Infancia y Adolescencia;079;Madrid;CALLE;45430;de los Pinillas;36;447348;4472161;28032;913015295;ASOCIACION NACIONAL DE HOGARES PARA NIÑOS PRIVADOS DE AMBIENTE FAMILIAR NUEVO FUTURO;G28309862;PRIVADA SIN ÁNIMO DE LUCRO
C1372;JESUS DEL BUEN AMOR, RESIDENCIA DE PERSONAS MAYORES;27;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;066;Griñón;CALLE;00274;Ferrocarril;17;427143;4451961;28971;918149162;FUNDACION PIA AUTONOMA VIRGEN DE LOS DOLORES;R7800970A;PRIVADA SIN ÁNIMO DE LUCRO
C1386;RESIDENCIA CARMEN SEVILLA;91;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;079;Madrid;CALLE;45103;de Gabriel Montero;1;446467;4475085;28017;91 327 40 40;FUNDACION ANDE;G79812517;PRIVADA SIN ÁNIMO DE LUCRO
C1389;REINA VICTORIA, RESIDENCIA DE PERSONAS MAYORES;99;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;03256;de Juan Montalvo;20;439700;4477675;28040;91 534 6 0 00;RESIDENCIAL NOGALES XXI, S.A.;A84546696;PRIVADA CON ÁNIMO DE LUCRO
C1393;MIMAR, RESIDENCIA DE PERSONAS CON DISCAPACIDAD;54;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;044;Colmenarejo;CALLE;00263;Guindal;4;414003;4490714;28270;91 842 59 60;CENTRO GERIATRICO MIMAR, S.L.;B81591166;PRIVADA CON ÁNIMO DE LUCRO
C1401;HOGAR DEL PENSIONISTA DE ALDEA DEL FRESNO;60;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;008;Aldea del Fresno;CALLE;A0098;Vistillas;2;397820;4464449;28620;918851978;AYUNTAMIENTO DE ALDEA DEL FRESNO;P2800800A;PÚBLICA
C1413;NUEVO VERSALLES, CENTRO RESIDENCIAL;125;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;058;Fuenlabrada;AVDA;10253;de Nuevo Versalles;18;429468;4461115;28942;91 689 22 59;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C1414;CENTRO DE DIA  NUEVO VERSALLES;165;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;058;Fuenlabrada;AVDA;10253;de Nuevo Versalles;18;429468;4461115;28942;91 689 22 59;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C1418;NORTE, RESIDENCIA MATERNAL;94;Plazas totales;CENTROS RESIDENCIALES;CENTROS RESIDENCIALES: OTROS;Familia;079;Madrid;CALLE;02593;de González Amigó;20;443611;4479700;28033;;AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS);Q2801283I;PÚBLICA
C1419;CENTRO PARA MUJERES JOVENES Nº 3;20;Plazas totales;CENTROS DE ACOGIDA;CENTROS DE ACOGIDA: OTROS;Mujer;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C1432;HOGAR DEL PENSIONISTA AYUNTAMIENTO DE VILLA DEL PRADO;120;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;171;Villa del Prado;PLAZA;00394;de Santiago;S/N;;;28630;918620311;AYUNTAMIENTO DE VILLA DEL PRADO;P2817100G;PÚBLICA
C1436;HOGAR DE PERSONAS MAYORES DE VALDEMORILLO;45;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;160;Valdemorillo;CALLE;00440;Unión;15;409589;4483992;28210;918977276 / 63358458;AYUNTAMIENTO DE VALDEMORILLO;P2816000J;PÚBLICA
C1437;CENTRO PERSONAS MAYORES SAN MIGUEL;20;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;095;Navalagamella;CALLE;A0022;la Cuesta;1;404717;4480398;28212;91 898 80 08;AYUNTAMIENTO DE NAVALAGAMELLA;P2809500H;PÚBLICA
C1438;PISO TUTELADO RENACER 5;5;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con discapacidad intelectual;079;Madrid;CALLE;06499;de Yerós;23;440697;4480304;28029;91 554 36 37/ 91 554 74 43;FUNDACION SER;G82725516;PRIVADA SIN ÁNIMO DE LUCRO
C1439;PISO TUTELADO RENACER 2;5;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Personas con discapacidad intelectual;079;Madrid;CALLE;04473;de Pablo Montesinos;2;439133;4472252;28019;91 554 36 37 / 91 554 74 43;FUNDACION SER;G82725516;PRIVADA SIN ÁNIMO DE LUCRO
C1440;HOGAR DEL PENSIONISTA AYUNTAMIENTO DE CENICIENTOS;240;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;037;Cenicientos;CALLE;00046;Real;79;375430;4457907;28650;91 864 28 76;AYUNTAMIENTO DE CENICIENTOS;P2803700J;PÚBLICA
C1457;PINAR DE ARAVACA, CENTRO DE DIA;10;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;07511;de Camarines;2;434754;4479236;28023;91 307 07 07;SERVICIOS INTEGRALES DE ATENCIÓN GERIÁTRICA, S.L.;B84192269;PRIVADA CON ÁNIMO DE LUCRO
C1465;AVENIDA SAN LUIS, RESIDENCIA PERSONAS MAYORES;99;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;06095;de Totana;10;444575;4480422;28033;913822092;NIBUR 2000, S.A.;A81431801;PRIVADA CON ÁNIMO DE LUCRO
C1466;SAN ANTONIO, C.D. Y CLUB ANCIANOS;38;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;079;Madrid;CALLE;03009;JAEN;8;440435;4477981;28020;915348120;ASOCIACION SERVICIO CAPUCHINO PARA EL DESARROLLO Y LA SOLIDARIDAD - SERCADE;G82192287;PRIVADA SIN ÁNIMO DE LUCRO
C1468;CENTRO DE DIA AVENIDA SAN LUIS;19;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;06095;de Totana;10;444575;4480422;28033;91 763 06 14;NIBUR 2000, S.A.;A81431801;PRIVADA CON ÁNIMO DE LUCRO
C1472;SAN CARLOS DEL BOSQUE, RESIDENCIA DE PERSONAS MAYORES;30;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;181;Villaviciosa de Odón;CALLE;A0184;Jalón;20;420136;4470072;28670;91 616 83 80;CARSUMAR IBERICA, S.L.;B81389140;PRIVADA CON ÁNIMO DE LUCRO
C1475;HOGAR MUNICIPAL DE SAN MARTIN DE VALDEIGLESIAS;200;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;133;San Martín de Valdeiglesias;CALLE;00573;del Dr F Rodríguez de la Fuente;10;381048;4469089;28680;918612212;AYUNTAMIENTO DE SAN MARTIN DE VALDEIGLESIAS;P2813300G;PÚBLICA
C1477;RESIDENCIA CARABANCHEL;24;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con enfermedad mental crónica;079;Madrid;CALLE;02524;del General Ricardos;177;437495;4470772;28025;914618274;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C1490;GERIASA (MADRID), RESIDENCIA PERSONAS MAYORES;185;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;079;Madrid;CALLE;01736;del Doctor Esquerdo;63;443258;4474539;28007;915572230/ 696143320(noches);GERIATRIA Y SANIDAD, S.A. (GERIASA);A28770659;PRIVADA CON ÁNIMO DE LUCRO
C1502;VIVIENDAS COMUNITARIAS ADEMO;12;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;Personas con discapacidad intelectual;014;Arganda del Rey;CALLE;A0174;Grupo Escolar;19;462904;4461445;28500;91 871 37 07 /91 371 52 59;FUNDACION ADEMO;G82047879;PRIVADA SIN ÁNIMO DE LUCRO
C1507;MIRAFLORES II, RESIDENCIA DE PERSONAS MAYORES;72;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;06162;de Ulises;44;444705;4478774;28043;913004442;PROYECTO ARSO, S.A.;A80912827;PRIVADA CON ÁNIMO DE LUCRO
C1529;MADRID-ORCASUR, RESIDENCIA DE PERSONAS MAYORES;64;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;11135;de Salobreña;2;440637;4468649;28041;91 369 92 34 / 91 462 69 32;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C1538;C.A. BENITO MENNI, CENTRO DE DIA DE PERSONAS MAYORES;60;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;040;Ciempozuelos;CALLE;A0083;de los Jardines;1;447244;4445277;28350;91 893 01 50;CASA HERMANAS HOSPITALARIAS DEL SAGRADO CORAZON DE JESUS;R2800746F;PRIVADA SIN ÁNIMO DE LUCRO
C1544;C.A. BENITO MENNI, RESIDENCIA DE PERSONAS MAYORES;208;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;040;Ciempozuelos;CALLE;A0083;de los Jardines;1;447244;4445277;28350;91 893 01 50;CASA HERMANAS HOSPITALARIAS DEL SAGRADO CORAZON DE JESUS;R2800746F;PRIVADA SIN ÁNIMO DE LUCRO
C1547;ORPEA CARABANCHEL, CENTRO DE DIA;50;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;CALLE;04345;de Nuestra Señora de la Luz;74;436444;4470783;28047;914220880;RESIDENCIAL SENIOR 2000 S.L.U.;B82572413;PRIVADA CON ÁNIMO DE LUCRO
C1548;ORPEA CARABANCHEL, RESIDENCIA DE PERSONAS MAYORES;160;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;04345;de Nuestra Señora de la Luz;74;436444;4470783;28047;914220880 / 620882301;RESIDENCIAL SENIOR 2000 S.L.U.;B82572413;PRIVADA CON ÁNIMO DE LUCRO
C1549;CENTRO OCUPACIONAL MUNICIPAL DE LEGANES;60;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;074;Leganés;CALLE;A0489;del Sufragio;2;435377;4463724;28914;916932083.;AYUNTAMIENTO DE LEGANES;P2807400C;PÚBLICA
C1551;CENTRO DE DIA PERSONAS MAYORES Y COLECTIVOS PARA EVITAR EXCLUSION;36;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;088;Montejo de la Sierra;CALLE;00048;de las Cruces;2;455544;4545570;28190;91 869 72 80;AYUNTAMIENTO DE MONTEJO DE LA SIERRA;P2808800C;PÚBLICA
C1556;REGORDOÑO, CENTRO OCUPACIONAL;75;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;092;Móstoles;CALLE;A0367;Torres Quevedo;11;428062;4463354;28936;916469625;FUNDACION AMAS SOCIAL;G83160416;PRIVADA SIN ÁNIMO DE LUCRO
C1557;HERMANITAS ANCIANOS DESAMPARADOS, RESIDENCIA DE PERSONAS MAYORES;49;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;079;Madrid;CALLE;03358;de Lagasca;17;441823;4474916;28001;91 431 62 01;CASA COMUNIDAD DE LAS HERMANITAS DE LOS ANCIANOS DESAMPARADOS;R2800989B;PRIVADA SIN ÁNIMO DE LUCRO
C1559;VILLA DE PARLA, CENTRO OCUPACIONAL;100;Capacidad máxima simultánea;CENTROS OCUPACIONALES;TALLERES;Personas con discapacidad intelectual;106;Parla;AVDA;10013;de América;47;434761;4453157;28982;912013541;AYUNTAMIENTO DE PARLA;P2810600C;PÚBLICA
C1568;GERONTOS, RESIDENCIA DE PERSONAS MAYORES;23;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;169;Venturada;AVDA;00070;de Madrid;1;447223;4516714;28729;91 843 94 90;A.S.H. GERONTOS, S.L.;B81736449;PRIVADA CON ÁNIMO DE LUCRO
C1569;LOS PINOS, OTRAS RESiDENCIAS;49;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;074;Leganés;AVDA;A0323;de los Pinos;28;434019;4463690;28914;91 689 49 26;FUNDACION AMAS SOCIAL;G83160416;PRIVADA SIN ÁNIMO DE LUCRO
C1571;CENTRO DE DIA MEDINACELI;30;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;177;Villanueva del Pardillo;AVDA;00244;de los Estudiantes;3;417487;4481589;28229;91 815 44 70;GECOVAZ, S.L.;B80844301;PRIVADA CON ÁNIMO DE LUCRO
C1572;MEDINACELI I, RESIDENCIA DE PERSONAS MAYORES;122;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;177;Villanueva del Pardillo;AVDA;00244;de los Estudiantes;3;417487;4481589;28229;91 815 44 70;GECOVAZ, S.L.;B80844301;PRIVADA CON ÁNIMO DE LUCRO
C1573;MUNICIPAL FUENLABRADA, RESIDENCIA DE PERSONAS MAYORES;63;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;058;Fuenlabrada;CALLE;A0516;Villa Elena;21;430913;4460106;28942;916071243;AYUNTAMIENTO DE FUENLABRADA;P2805800F;PÚBLICA
C1576;PSICO-BALLET MAITE LEON;100;Capacidad máxima simultánea;CENTROS EXPERIMENTALES O NO CLASIFICADOS;;Personas con discapacidad física;079;Madrid;CALLE;06478;del Vizconde de los Asilos;5;445870;4476862;28027;917422320;"FUNDACION ""PSICO-BALLET MAITE LEON""";G78392941;PRIVADA SIN ÁNIMO DE LUCRO
C1578;SAN MARTIN DE PORRES, CENTRO RESIDENCIAL;21;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;079;Madrid;CALLE;06489;de Walman;17;430142;4480475;28023;913077042;ALICIA ALMAZAN RUIZ;;PRIVADA CON ÁNIMO DE LUCRO
C1580;CENTRO GERONTOLOGICO RURAL;5;Capacidad máxima simultánea;CENTROS EXPERIMENTALES O NO CLASIFICADOS;;Personas mayores;025;Brea de Tajo;CALLE;A0101;de la Victoria;19;;;28596;918721576;CARITAS DIOCESANA DE ALCALA DE HENARES;R2800840G;PRIVADA SIN ÁNIMO DE LUCRO
C1581;ISLA TARAY CENTRO DE DIA;30;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;091;Morata de Tajuña;CTRA;A0143;M-302;3;463794;4453249;28530;91 873 14 56;ASOCIACION EDAD DORADA MENSAJEROS DE LA PAZ;G81594962;PRIVADA SIN ÁNIMO DE LUCRO
C1582;DOMUSVI PARQUE COSLADA, RESIDENCIA DE PERSONAS MAYORES;142;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;049;Coslada;AVDA;A0182;de Manuel Azaña;5;453056;4474472;28820;913306300 / 933065360;QUAVITAE SERVICIOS ASISTENCIALES, S.A.U.;A80106842;PRIVADA CON ÁNIMO DE LUCRO
C1584;CENTRO OCUPACIONAL DE DISMINUIDOS PSÍQUICOS CARLOS CASTILLA DEL PINO;103;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;007;Alcorcón;AVDA;02573;de Retamas;1;428826;4465886;28922;91 643 15 19;AYUNTAMIENTO DE ALCORCON;P2800700C;PÚBLICA
C1585;CERVANTES II, RESIDENCIA DE PERSONAS MAYORES;12;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;005;Alcalá de Henares;CALLE;;José Caballero;3;;;28805;91 883 06 05;RESIDENCIA CERVANTES, S.L.;B83262337;PRIVADA CON ÁNIMO DE LUCRO
C1586;MIGUEL MONTALVO, CENTRO RESIDENCIAL;62;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;002;Ajalvir;VIA;00187;Galiana;3;459591;4483906;28864;918843836;FUNDACION CENTRO DE ADULTOS MINUSVALIDOS PSIQUICOS (CAMPS);G78271178;PRIVADA SIN ÁNIMO DE LUCRO
C1587;DOMUSVI PARQUE COSLADA, CENTRO DE DIA;60;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;049;Coslada;AVDA;A0182;de Manuel Azaña;5;453056;4474472;28820;916730100;QUAVITAE SERVICIOS ASISTENCIALES, S.A.U.;A80106842;PRIVADA CON ÁNIMO DE LUCRO
C1588;MIGUEL MONTALVO, CENTRO OCUPACIONAL;60;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;002;Ajalvir;VIA;00187;Galiana;3;459591;4483906;28864;91 884 38 36;FUNDACION CENTRO DE ADULTOS MINUSVALIDOS PSIQUICOS (CAMPS);G78271178;PRIVADA SIN ÁNIMO DE LUCRO
C1591;APADIS CENTRO DE ATENCION TEMPRANA;30;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;Infancia;134;San Sebastián de los Reyes;AVDA;01742;de Castilla La Mancha;109;445789;4489829;28701;916544207;ASOCIACION DE PADRES DE PERSONAS CON DISCAPACIDAD DE SAN SEBASTIAN DE LOS REYES;G28824043;PRIVADA SIN ÁNIMO DE LUCRO
C1593;SAN ESTEBAN, RESIDENCIA DE PERSONAS MAYORES;15;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;058;Fuenlabrada;CALLE;A0040;de Argentina;24;433180;4459617;28944;916000155;RESIDENCIA TERCERA EDAD SAN ESTEBAN, S.L.;B81921421;PRIVADA CON ÁNIMO DE LUCRO
C1596;VALDEREY, RESIDENCIA DE PERSONAS MAYORES;15;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;115;Pozuelo de Alarcón;CALLE;A0172;Ciudad Real;18;428650;4474632;28223;913513285;RESIDENCIA DE LA TERCERA EDAD VALDEREY S.L.;B81683112;PRIVADA CON ÁNIMO DE LUCRO
C1597;APROCOR I, TALLER CENTRO OCUPACIONAL;100;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;079;Madrid;CALLE;11925;de Esteban Palacios;12;447237;4478759;28043;91 759 84 57;FUNDACION APROCOR;G81985558;PRIVADA SIN ÁNIMO DE LUCRO
C1605;NUESTRA  SEÑORA DEL ROSARIO ( LA CABRERA), RESIDENCIA PERSONAS MAYORES;34;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;030;Cabrera, La;AVDA;00116;de la Cabrera;54;448413;4524027;28751;918688887;PAIVAN SERVICIOS GERIATRICOS S.L.;B82091893;PRIVADA CON ÁNIMO DE LUCRO
C1606;VISTA ALEGRE LOS NOGALES, RESIDENCIA DE PERSONAS MAYORES;104;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;06464;de Vista Alegre;4;437933;4471340;28019;913648252;RESIDENCIAL NOGALES XXI, S.A.;A84546696;PRIVADA CON ÁNIMO DE LUCRO
C1611;AYAAN HIRSI ALI CENTRO DE DIA PARA MUJERES;59;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Mujer;079;Madrid;CALLE;00044;de la Aduana;9;440452;4474415;28013;915230644;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C1618;COTTOLENGO DEL PADRE ALEGRE;90;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad física;009;Algete;CTRA;00343;de M-111 (Fuente el Saz-Paracuellos);15,8;452575;4493728;28119;91 629 08 94;CASA COMUNIDAD HERMANAS SERVIDORAS DE JESUS DEL COTTOLENGO DEL PADRE ALEGRE;R7900034E;PRIVADA SIN ÁNIMO DE LUCRO
C1619;CENTRO OCUPACIONAL ADEMO II;60;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;079;Madrid;CALLE;07514;del Camino de los Vinateros;59;444628;4473540;28030;91 439 81 18;FUNDACION ADEMO;G82047879;PRIVADA SIN ÁNIMO DE LUCRO
C1623;CASABLANCA EL PLANTIO, CENTRO DE DIA;39;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas mayores;079;Madrid;AVDA;06354;de la Victoria;74;429946;4480397;28023;91 372 81 02;REPLAN, S.L.;B81166415;PRIVADA CON ÁNIMO DE LUCRO
C1626;CENTRO DE REHABILITACION PSICOSOCIAL GETAFE;90;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;Personas con enfermedad mental crónica;065;Getafe;CALLE;A0777;Zenobia Camprubi;8;438440;4464034;28903;91 601 88 04 / 91 601 88 05;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C1627;CENTRO DE REHABILITACION PSICOSOCIAL VAZQUEZ DE MELLA;90;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;Personas con enfermedad mental crónica;079;Madrid;PLAZA;06252;de Pedro Zerolo;7;440698;4474749;28004;91 531 23 39;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C1628;CENTRO DE REHABILITACION LABORAL VAZQUEZ DE MELLA;50;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;Personas con enfermedad mental crónica;079;Madrid;PLAZA;06252;de Pedro Zerolo;7;440698;4474749;28004;91 522 68 48;COMUNIDAD DE MADRID (CONSEJERIA DE POLITICAS SOCIALES, FAMILIAS, IGUALDAD Y NATALIDAD);S7800001E;PÚBLICA
C1629;SAN ALFONSO, CENTRO DE DIA;321;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;079;Madrid;AVDA;09464;de Rafaela Ybarra;75;439611;4469995;28026;915691606;FUNDACION ANDE;G79812517;PRIVADA SIN ÁNIMO DE LUCRO
C1631;HOGAR DEL BUEN CONSEJO;50;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Adolescencia;115;Pozuelo de Alarcón;PASEO;A0182;Concepción;12;431880;4478082;28224;913528706;CONGREGACION FRANCISCANAS DE NUESTRA SEÑORA DEL BUEN CONSEJO - COLEGIO HOGAR DEL BUEN CONSEJO;R7800188J;PRIVADA SIN ÁNIMO DE LUCRO
C1635;MUNICIPAL NAVALCARNERO (VIRGEN DE LA CONCEPCIÓN), RESIDENCIA DE PERSONAS MAYORES;60;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;096;Navalcarnero;PLAZA;A0016;de Buenavista;29;;;28600;918114882;AYUNTAMIENTO DE NAVALCARNERO;P2809600F;PÚBLICA
C1638;CASA HOGAR TOBIAS;11;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;Personas con discapacidad intelectual;047;Collado Villalba;CALLE;A0180;Marcelo Martín Bravo;16;414339;4497740;28400;918514779;ASOCIACION TOBIAS;G81661225;PRIVADA SIN ÁNIMO DE LUCRO
C1651;NTRA. SRA. DE LA MONTAÑA II, RESIDENCIA DE PERSONAS MAYORES;28;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;089;Moraleja de Enmedio;URB;00148;las Colinas;8;425275;4457967;28950;91 600 50 30;RESIDENCIA ANCIANOS NUESTRA SEÑORA MONTAÑA II S.L.;B82392739;PRIVADA CON ÁNIMO DE LUCRO
